id,pdbid,NAKBnaList,NAKBprotList,NAKBligList
8GWO,8GWO,,"enzyme,helicase,hydrolase,polymerase,transferase",
8GXQ,8GXQ,,"&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,chromatin,enzyme,helicase,hydrolase,kinase,nucleosome,polymerase,regulatory,structural,transcription,transferase",
8GXS,8GXS,,"&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,chromatin,enzyme,helicase,hydrolase,kinase,nucleosome,polymerase,regulatory,structural,transcription,transferase",
8GZG,8GZG,,"enzyme,polymerase,regulatory,transcription,transferase",
8GZH,8GZH,,"enzyme,polymerase,regulatory,transcription,transferase",
8GZJ,8GZJ,"aptamer,function",,
8GZK,8GZK,"G-T mispair,aptamer,feature,function,mispair,structure",,
8GZL,8GZL,"A-C mispair,G-T mispair,aptamer,feature,function,mispair,structure",,
8GZM,8GZM,"A-C mispair,aptamer,feature,function,mispair,structure",,
8GZP,8GZP,,"enzyme,hydrolase,protease",
8GZQ,8GZQ,,"enzyme,hydrolase,protease",
8GZR,8GZR,,"enzyme,hydrolase,protease",
8H0I,8H0I,,"enzyme,hydrolase,regulatory,transcription",
8H0S,8H0S,,"enzyme,methylase,transferase",
8H0V,8H0V,,"chromatin,enzyme,nucleosome,polymerase,structural,transferase",
8H0W,8H0W,,"chromatin,enzyme,nucleosome,polymerase,structural,transferase",
8H1B,8H1B,,"enzyme,methylase,transferase",
8H1C,8H1C,,"enzyme,ligase,synthetase",
8H1J,8H1J,,"enzyme,hydrolase,nuclease",
8H3V,8H3V,,"enzyme,polymerase,regulatory,transcription,transferase",
8H40,8H40,,"enzyme,polymerase,regulatory,transcription,transferase",
8H67,8H67,,"CRISPR-Cas,regulatory",
8H69,8H69,,"enzyme,polymerase,regulatory,transcription,transferase",
8H7Q,8H7Q,,"CRISPR-Cas,regulatory",
8H9D,8H9D,,"CRISPR-Cas,regulatory",
8HAG,8HAG,,"chromatin,enzyme,nucleosome,structural,transferase",
8HAH,8HAH,,"chromatin,enzyme,nucleosome,structural,transferase",
8HAI,8HAI,,"chromatin,enzyme,nucleosome,structural,transferase",
8HAJ,8HAJ,,"chromatin,enzyme,nucleosome,structural,transferase",
8HAK,8HAK,,"chromatin,enzyme,nucleosome,structural,transferase",
8HAL,8HAL,,"chromatin,enzyme,nucleosome,structural,transferase",
8HAM,8HAM,,"chromatin,enzyme,nucleosome,structural,transferase",
8HAN,8HAN,,"chromatin,enzyme,nucleosome,structural,transferase",
8HB1,8HB1,"enzyme cofactor riboswitch,function,riboswitch",,
8HB3,8HB3,"enzyme cofactor riboswitch,function,riboswitch",,
8HB8,8HB8,"enzyme cofactor riboswitch,function,riboswitch",,
8HBA,8HBA,"enzyme cofactor riboswitch,function,riboswitch",,
8HD6,8HD6,"catalytic,function,group I intron ribozyme",,
8HD7,8HD7,"catalytic,function,group I intron ribozyme",,
8HE5,8HE5,,"chromatin,enzyme,nucleosome,polymerase,regulatory,structural,transcription,transferase",
8HF1,8HF1,,"enzyme,gene silencing,hydrolase,nuclease,regulatory",
8HG1,8HG1,,"enzyme,hydrolase,polymerase,regulatory,transcription,transferase",
8HHL,8HHL,,"CRISPR-Cas,regulatory",
8HHM,8HHM,,"CRISPR-Cas,regulatory",
8HI1,8HI1,,"CRISPR-Cas,regulatory",
8HIH,8HIH,,"enzyme,polymerase,regulatory,transcription,transferase",
8HIM,8HIM,,"enzyme,polymerase,transferase",
8HIO,8HIO,,"CRISPR-Cas,regulatory",
8HIS,8HIS,"double helix,structure",,
8HJ4,8HJ4,,"CRISPR-Cas,DNA replication/repair,enzyme,hydrolase,nuclease,regulatory",
8HKC,8HKC,,"enzyme,polymerase,transferase",
8HMW,8HMW,"Z-form double helix,double helix,structure",,
8HMY,8HMY,,"enzyme,hydrolase,kinase,nuclease,post-transcriptional,regulatory,splicing,transferase",
8HMZ,8HMZ,,"enzyme,hydrolase,kinase,nuclease,post-transcriptional,regulatory,splicing,transferase",
8HNT,8HNT,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8HNV,8HNV,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8HNW,8HNW,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8HPA,8HPA,,"enzyme,hydrolase,polymerase,regulatory,transcription,transferase",
8HR1,8HR1,,"chromatin,nucleosome,structural",
8HR5,8HR5,,"enzyme,recombinase",
8HRA,8HRA,,"enzyme,hydrolase",
8HRB,8HRB,,"enzyme,hydrolase",
8HSG,8HSG,,"enzyme,polymerase,transferase",
8HSR,8HSR,,"enzyme,polymerase,transferase",
8HU5,8HU5,"A-form double helix,double helix,structure",,
8HUD,8HUD,,"CRISPR-Cas,regulatory",
8HVR,8HVR,,"enzyme,polymerase,regulatory,transcription,transferase",
8HWA,8HWA,,"enzyme,helicase,hydrolase",
8HWB,8HWB,,"enzyme,helicase,hydrolase",
8HWF,8HWF,,"enzyme,helicase,hydrolase",
8HWG,8HWG,,"enzyme,helicase,hydrolase",
8HWH,8HWH,,"enzyme,helicase,hydrolase",
8HYJ,8HYJ,,"enzyme,polymerase,transferase",
8HZD,8HZD,"aptamer,fluorescing aptamer,function",,
8HZE,8HZE,"aptamer,fluorescing aptamer,function",,
8HZF,8HZF,"aptamer,fluorescing aptamer,function",,
8HZJ,8HZJ,"aptamer,fluorescing aptamer,function",,
8HZK,8HZK,"aptamer,fluorescing aptamer,function",,
8HZL,8HZL,"aptamer,fluorescing aptamer,function",,
8HZM,8HZM,"aptamer,fluorescing aptamer,function",,
8I23,8I23,,"enzyme,polymerase,transferase",
8I24,8I24,,"enzyme,polymerase,transferase",
8I3Q,8I3Q,,"CRISPR-Cas,regulatory",
8I3Z,8I3Z,"enzyme cofactor riboswitch,function,riboswitch",,
8I44,8I44,,,bulge binding
8I45,8I45,,,bulge binding
8I46,8I46,,,bulge binding
8I50,8I50,"A-form double helix,double helix,structure",,
8I54,8I54,,"CRISPR-Cas,regulatory",
8I7N,8I7N,"catalytic,function,group I intron ribozyme",,
8I87,8I87,,"gene silencing,regulatory",
8I88,8I88,,"gene silencing,regulatory",
8IAZ,8IAZ,,"CRISPR-Cas,regulatory",
8IBW,8IBW,,"enzyme,polymerase,transferase",
8IBX,8IBX,,"enzyme,polymerase,transferase",
8IBY,8IBY,,"enzyme,polymerase,transferase",
8IBZ,8IBZ,,"enzyme,polymerase,transferase",
8IEW,8IEW,,"CRISPR-Cas,regulatory",
8IFK,8IFK,,"gene silencing,regulatory",
8IFL,8IFL,,"gene silencing,regulatory",
8IFM,8IFM,,"gene silencing,regulatory",
8IGR,8IGR,,"DNA-binding transcription factor (TF),enzyme,helix-turn-helix (HTH),lambda repressor-like,polymerase,regulatory,transcription,transferase",
8IGS,8IGS,,"enzyme,polymerase,regulatory,transcription,transferase",
8IHL,8IHL,,"chromatin,nucleosome,structural",
8ILF,8ILF,,"enzyme,polymerase,transferase",
8INB,8INB,,"CRISPR-Cas,regulatory",
8IP0,8IP0,,"CRISPR-Cas,regulatory",
8IPM,8IPM,,"enzyme,methylase,transferase",
8IQI,8IQI,,"enzyme,polymerase,transferase",
8IT0,8IT0,,"gene silencing,regulatory",
8IT1,8IT1,,"gene silencing,regulatory",
8ITS,8ITS,"function,riboswitch",,
8ITY,8ITY,,"&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,enzyme,polymerase,regulatory,transcription,transferase",
8IUE,8IUE,,"&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,enzyme,polymerase,regulatory,transcription,transferase",
8IUH,8IUH,,"&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,enzyme,polymerase,regulatory,transcription,transferase",
8IUO,8IUO,,"structural,virus",
8IYQ,8IYQ,,"CRISPR-Cas,regulatory",
8J12,8J12,,"CRISPR-Cas,regulatory",
8J1J,8J1J,,"CRISPR-Cas,regulatory",
8J3R,8J3R,,"CRISPR-Cas,regulatory",
8J62,8J62,,"enzyme,hydrolase,regulatory,transcription",
8J6S,8J6S,,"chromatin,nucleosome,structural",
8J6T,8J6T,,"chromatin,nucleosome,structural",
8J7S,8J7S,,"gene silencing,regulatory",
8J86,8J86,,"enzyme,hydrolase,polymerase,regulatory,transcription,transferase",
8J8F,8J8F,,"enzyme,hydrolase,polymerase,regulatory,transcription,transferase",
8J8G,8J8G,,"enzyme,hydrolase,polymerase,regulatory,transcription,transferase",
8J8H,8J8H,,"gene silencing,regulatory",
8J91,8J91,,"chromatin,nucleosome,structural",
8J9P,8J9P,,"gene silencing,regulatory",
8J9W,8J9W,,"enzyme,isomerase",
8J9X,8J9X,,"enzyme,isomerase",
8JA0,8JA0,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8JAY,8JAY,,"gene silencing,regulatory",
8JBB,8JBB,,"CRISPR-Cas,regulatory",
8JCH,8JCH,,"enzyme,polymerase,regulatory,transcription,transferase",
8JFQ,8JFQ,"quadruplex,structure",,
8JFT,8JFT,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8JG9,8JG9,,"CRISPR-Cas,DNA-binding transcription factor (TF),enzyme,helix-turn-helix (HTH),hydrolase,nuclease,regulatory,transcription",
8JH2,8JH2,,"chromatin,enzyme,nucleosome,polymerase,regulatory,structural,transcription,transferase",
8JH3,8JH3,,"chromatin,enzyme,nucleosome,polymerase,structural,transferase",
8JH4,8JH4,,"chromatin,enzyme,nucleosome,polymerase,structural,transferase",
8JHF,8JHF,,"chromatin,enzyme,methylase,nucleosome,structural,transferase",
8JHG,8JHG,,"chromatin,enzyme,methylase,nucleosome,structural,transferase",
8JHP,8JHP,"function,post-transcriptional processing",,
8JIC,8JIC,"function,quadruplex,structure,telomeric DNA",,
8JIH,8JIH,"function,quadruplex,structure,telomeric DNA",,
8JKE,8JKE,,"enzyme,polymerase,regulatory,transcription,transferase",
8JNK,8JNK,,"antibody,immune system,regulatory",
8JNR,8JNR,,"antibody,immune system,regulatory",
8JO2,8JO2,,"DNA-binding transcription factor (TF),enzyme,helix-turn-helix (HTH),polymerase,regulatory,transcription,transferase,winged helix/forkhead",
8JPX,8JPX,,"gene silencing,regulatory",
8JSI,8JSI,,"gene silencing,regulatory",
8JSL,8JSL,,"enzyme,polymerase,transferase",
8JSM,8JSM,,"enzyme,polymerase,transferase",
8JSN,8JSN,,"enzyme,polymerase,transferase",
8JTJ,8JTJ,,"CRISPR-Cas,regulatory",
8JTR,8JTR,,"CRISPR-Cas,regulatory",
8JY0,8JY0,,"ribonucleoprotein,spliceosome,structural",
8K0K,8K0K,,"CRISPR-Cas,regulatory",
8K0P,8K0P,"catalytic,function,group II intron ribozyme",,
8K0Q,8K0Q,"catalytic,function,group II intron ribozyme",,
8K0R,8K0R,"catalytic,function,group II intron ribozyme",,
8K0S,8K0S,"catalytic,function,group II intron ribozyme",,
8K15,8K15,"catalytic,function,group II intron ribozyme",,
8K21,8K21,,"CRISPR-Cas,regulatory",
8K22,8K22,,"CRISPR-Cas,regulatory",
8K23,8K23,,"CRISPR-Cas,regulatory",
8K24,8K24,,"CRISPR-Cas,regulatory",
8K25,8K25,,"CRISPR-Cas,regulatory",
8K27,8K27,,"CRISPR-Cas,regulatory",
8K28,8K28,,"CRISPR-Cas,regulatory",
8K29,8K29,,"CRISPR-Cas,regulatory",
8K34,8K34,,"gene silencing,regulatory",
8K58,8K58,,"enzyme,polymerase,transferase",
8K5A,8K5A,,"enzyme,polymerase,transferase",
8K5P,8K5P,,"enzyme,polymerase,regulatory,transcription,transferase",
8K60,8K60,,"enzyme,polymerase,regulatory,transcription,transferase",
8K87,8K87,,"gene silencing,regulatory",
8K88,8K88,,"gene silencing,regulatory",
8K8B,8K8B,"A-form double helix,double helix,structure",,
8K8C,8K8C,,"DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
8K9G,8K9G,,"gene silencing,regulatory",
8KAG,8KAG,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8KAH,8KAH,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8KAI,8KAI,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8KAJ,8KAJ,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8KAK,8KAK,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8KAL,8KAL,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8KAM,8KAM,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8KCB,8KCB,,"chromatin,enzyme,helicase,hydrolase,nucleosome,structural",
8KCC,8KCC,,"chromatin,enzyme,helicase,hydrolase,nucleosome,structural",
8KCM,8KCM,,"enzyme,lyase",
8KD2,8KD2,,"DNA replication/repair,chromatin,enzyme,hydrolase,nucleosome,regulatory,structural,transcription",
8KD3,8KD3,,"DNA replication/repair,chromatin,enzyme,hydrolase,nucleosome,regulatory,structural,transcription",
8KD4,8KD4,,"DNA replication/repair,chromatin,enzyme,hydrolase,nucleosome,regulatory,structural,transcription",
8KD5,8KD5,,"DNA replication/repair,chromatin,enzyme,hydrolase,nucleosome,regulatory,structural,transcription",
8KD6,8KD6,,"DNA replication/repair,chromatin,enzyme,hydrolase,nucleosome,regulatory,structural,transcription",
8KFR,8KFR,,"enzyme,recombinase",
8KFS,8KFS,,"enzyme,recombinase",
8KFT,8KFT,,"enzyme,recombinase",
8KFU,8KFU,,"enzyme,recombinase",
8KFV,8KFV,,"enzyme,recombinase",
8KFW,8KFW,,"enzyme,recombinase",
8KG6,8KG6,,"DNA replication/repair,cell cycle,chromatin,enzyme,helicase,hydrolase,polymerase,regulatory,structural,transferase",
8KG8,8KG8,,"DNA replication/repair,cell cycle,chromatin,enzyme,helicase,hydrolase,polymerase,regulatory,structural,transferase",
8KG9,8KG9,,"DNA replication/repair,cell cycle,chromatin,enzyme,helicase,hydrolase,polymerase,regulatory,structural,transferase",
8OE3,8OE3,"quadruplex,structure",,
8OE7,8OE7,"Z-form double helix,double helix,structure",,
8OE8,8OE8,"Z-form double helix,double helix,structure",,
8OE9,8OE9,"Z-form double helix,double helix,structure",,
8OEA,8OEA,"Z-form double helix,double helix,structure",,
8OEB,8OEB,"Z-form double helix,double helix,structure",,
8OEC,8OEC,"Z-form double helix,double helix,structure",,
8OEJ,8OEJ,,"DNA replication/repair,enzyme,recombinase,regulatory",
8OEL,8OEL,,"DNA replication/repair,enzyme,recombinase,regulatory",
8OET,8OET,,"enzyme,lyase",
8OEU,8OEU,,"enzyme,polymerase,regulatory,transcription,transferase",
8OEV,8OEV,,"enzyme,polymerase,regulatory,transcription,transferase",
8OEW,8OEW,,"enzyme,polymerase,regulatory,transcription,transferase",
8OEX,8OEX,"Z-form double helix,double helix,structure",,
8OEZ,8OEZ,"Z-form double helix,double helix,structure",,
8OF0,8OF0,,"enzyme,polymerase,regulatory,transcription,transferase",
8OFC,8OFC,"quadruplex,structure",,
8OFF,8OFF,,"chromatin,nucleosome,regulatory,structural",
8OIV,8OIV,,"enzyme,methylase,transferase",
8OJ6,8OJ6,,"enzyme,polymerase,transferase",
8OJ7,8OJ7,,"enzyme,polymerase,transferase",
8OJB,8OJB,,"enzyme,polymerase,transferase",
8OJC,8OJC,,"enzyme,polymerase,transferase",
8OK9,8OK9,,"gene silencing,regulatory",
8OKI,8OKI,,"enzyme,polymerase,transferase",
8OLS,8OLS,"catalytic,function,group II intron ribozyme",,
8OLV,8OLV,"catalytic,function,group II intron ribozyme",,
8OLW,8OLW,"catalytic,function,group II intron ribozyme",,
8OLX,8OLX,,"DNA replication/repair,regulatory",
8OLY,8OLY,"catalytic,function,group II intron ribozyme",,
8OLZ,8OLZ,"catalytic,function,group II intron ribozyme",,
8OM0,8OM0,"catalytic,function,group II intron ribozyme",,
8OM9,8OM9,,"DNA replication/repair,regulatory",
8OMR,8OMR,,"enzyme,transferase",
8OO6,8OO6,,"enzyme,polymerase,transferase",
8OOU,8OOU,,"structural,virus",
8OOY,8OOY,,"enzyme,polymerase,transferase",
8OP1,8OP1,,"structural,virus",
8OP2,8OP2,,"structural,virus",
8OPC,8OPC,,"structural,virus",
8OPE,8OPE,,"structural,virus",
8OPL,8OPL,,"structural,virus",
8OPP,8OPP,,"enzyme,polymerase,transferase",
8OPT,8OPT,,"enzyme,polymerase,regulatory,transferase,translation",
8OR8,8OR8,"catalytic,function",,
8OUE,8OUE,,"chromatin,ribonucleoprotein,ribosome,structural,telomere",
8OUF,8OUF,,"chromatin,ribonucleoprotein,ribosome,structural,telomere",
8OUW,8OUW,,"DNA replication/repair,enzyme,helicase,hydrolase,regulatory",
8OW0,8OW0,,"centromere,chromatin,nucleosome,structural",
8OY3,8OY3,,"enzyme,lyase",
8OY4,8OY4,,"enzyme,lyase",
8OY6,8OY6,,"enzyme,lyase",
8OY7,8OY7,,"enzyme,lyase",
8OY8,8OY8,,"enzyme,lyase",
8OY9,8OY9,,"enzyme,lyase",
8OYA,8OYA,,"enzyme,lyase",
8OYR,8OYR,"double helix,structure",,
8OZ6,8OZ6,,"gene silencing,regulatory",
8OZ7,8OZ7,,"enzyme,polymerase,transferase",
8OZD,8OZD,,"gene silencing,regulatory",
8OZE,8OZE,,"gene silencing,regulatory",
8OZF,8OZF,,"gene silencing,regulatory",
8OZG,8OZG,,"gene silencing,regulatory",
8OZI,8OZI,,"gene silencing,regulatory",
8P0B,8P0B,,"enzyme,polymerase,transferase",
8P0G,8P0G,,"enzyme,polymerase,transferase",
8P0J,8P0J,,"enzyme,hydrolase,methylase,nuclease,polymerase,transferase",
8P0K,8P0K,,"enzyme,hydrolase,nuclease,polymerase,transferase",
8P0N,8P0N,,"enzyme,hydrolase,methylase,nuclease,polymerase,transferase",
8P0U,8P0U,,"enzyme,polymerase,transferase",
8P1M,8P1M,,"enzyme,polymerase,transferase",
8P1N,8P1N,,"enzyme,polymerase,transferase",
8P4A,8P4A,,"enzyme,hydrolase,polymerase,transferase",
8P4B,8P4B,,"enzyme,hydrolase,polymerase,transferase",
8P4C,8P4C,,"enzyme,hydrolase,polymerase,regulatory,transcription,transferase,translation",
8P4D,8P4D,,"enzyme,hydrolase,polymerase,regulatory,transcription,transferase,translation",
8P4E,8P4E,,"enzyme,hydrolase,polymerase,regulatory,transferase,translation",
8P4F,8P4F,,"enzyme,polymerase,regulatory,transcription,transferase,translation",
8P5E,8P5E,,"DNA replication/repair,cell cycle,enzyme,helicase,hydrolase,polymerase,regulatory,transferase",
8P5Q,8P5Q,,"DNA-binding transcription factor (TF),regulatory,transcription",
8P62,8P62,,"DNA replication/repair,cell cycle,enzyme,helicase,hydrolase,polymerase,regulatory,transferase",
8P63,8P63,,"DNA replication/repair,cell cycle,enzyme,helicase,hydrolase,polymerase,regulatory,transferase",
8PBC,8PBC,,"DNA replication/repair,regulatory",
8PBD,8PBD,,"DNA replication/repair,regulatory",
8PBL,8PBL,,"enzyme,polymerase,transferase",
8PDE,8PDE,,"DNA-binding transcription factor (TF),MADS box,other &alpha;-helix,regulatory,transcription",
8PDL,8PDL,,"structural,virus",
8PDM,8PDM,,"structural,virus",
8PDN,8PDN,,"structural,virus",
8PDO,8PDO,,"structural,virus",
8PDP,8PDP,,"structural,virus",
8PDQ,8PDQ,,"structural,virus",
8PDR,8PDR,,"structural,virus",
8PDS,8PDS,,"structural,virus",
8PDY,8PDY,,"enzyme,polymerase,transferase",
8PEN,8PEN,,"enzyme,polymerase,regulatory,transcription,transferase",
8PFG,8PFG,,"enzyme,polymerase,regulatory,transcription,transferase",
8PFJ,8PFJ,,"enzyme,polymerase,regulatory,transcription,transferase",
8PFK,8PFK,"A-form double helix,double helix,structure",,
8PFQ,8PFQ,"A-form double helix,double helix,structure",,
8PH9,8PH9,,"enzyme,polymerase,transferase",
8PHK,8PHK,,"enzyme,polymerase,regulatory,transcription,transferase",
8PIB,8PIB,,"enzyme,polymerase,regulatory,transcription,transferase",
8PID,8PID,,"enzyme,polymerase,regulatory,transcription,transferase",
8PIL,8PIL,,"RNA-binding transcription factor,enzyme,polymerase,regulatory,transcription,transferase",
8PIM,8PIM,,"enzyme,polymerase,regulatory,transcription,transferase",
8PJ9,8PJ9,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8PJB,8PJB,,"enzyme,helicase,hydrolase",
8PJJ,8PJJ,,"enzyme,helicase,hydrolase",
8PJL,8PJL,"B-form double helix,double helix,structure",,
8PK1,8PK1,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8PM0,8PM0,,"enzyme,polymerase,regulatory,transcription,transferase",
8PM4,8PM4,,"CRISPR-Cas,regulatory",
8PMB,8PMB,"I-motif,parallel helix,structure",,
8PNP,8PNP,,"enzyme,polymerase,regulatory,transcription,transferase",
8PNQ,8PNQ,,"enzyme,polymerase,regulatory,transcription,transferase",
8PO7,8PO7,,"enzyme,helicase,hydrolase",
8PO8,8PO8,,"enzyme,helicase,hydrolase",
8POH,8POH,,"enzyme,polymerase,regulatory,transcription,transferase",
8PPT,8PPT,,"enzyme,polymerase,transferase",
8PPU,8PPU,,"enzyme,polymerase,transferase",
8PSB,8PSB,"quadruplex,structure",,
8PSC,8PSC,"quadruplex,structure",,
8PSE,8PSE,"quadruplex,structure",,
8PSH,8PSH,"A-form double helix,double helix,structure",,
8PSI,8PSI,"quadruplex,structure",,
8PSN,8PSN,,"enzyme,polymerase,transferase",
8PSO,8PSO,,"enzyme,polymerase,transferase",
8PSQ,8PSQ,,"enzyme,polymerase,transferase",
8PSS,8PSS,,"enzyme,polymerase,transferase",
8PSU,8PSU,,"enzyme,polymerase,transferase",
8PSX,8PSX,,"enzyme,polymerase,transferase",
8PSZ,8PSZ,,"enzyme,polymerase,transferase",
8PT2,8PT2,,"enzyme,polymerase,transferase",
8PT6,8PT6,,"enzyme,polymerase,transferase",
8PT7,8PT7,,"enzyme,polymerase,transferase",
8PTG,8PTG,,"RNA-binding transcription factor,enzyme,helicase,hydrolase,regulatory,transcription",
8PTH,8PTH,,"enzyme,polymerase,transferase",
8PTJ,8PTJ,,"enzyme,polymerase,transferase",
8PVV,8PVV,,"gene silencing,regulatory",
8PWR,8PWR,"structure,triple helix",,
8PZP,8PZP,,"structural,virus",
8PZQ,8PZQ,,"structural,virus",
8Q4D,8Q4D,,"enzyme,recombinase",
8Q4O,8Q4O,"quadruplex,structure",,
8Q5Q,8Q5Q,"quadruplex,structure",,
8Q63,8Q63,,"enzyme,methylase,polymerase,transferase",
8Q72,8Q72,,regulatory,
8Q9P,8Q9P,,"DNA-binding transcription factor (TF),MADS box,other &alpha;-helix,regulatory,transcription",
8Q9Q,8Q9Q,,"DNA-binding transcription factor (TF),MADS box,other &alpha;-helix,regulatory,transcription",
8Q9R,8Q9R,,"DNA-binding transcription factor (TF),MADS box,other &alpha;-helix,regulatory,transcription",
8Q9T,8Q9T,,"enzyme,helicase,hydrolase,regulatory,translation",
8QBK,8QBK,,"enzyme,polymerase,recombinase,transferase",
8QBL,8QBL,,"enzyme,polymerase,recombinase,transferase",
8QBM,8QBM,,"enzyme,polymerase,recombinase,transferase",
8QCA,8QCA,,"enzyme,helicase,hydrolase,regulatory,translation",
8QCF,8QCF,,"enzyme,exosome,helicase,hydrolase,ribonucleoprotein,structural",
8QDU,8QDU,"Z-form double helix,double helix,structure",,
8QDX,8QDX,,"enzyme,isomerase",
8QE4,8QE4,"Z-form double helix,double helix,structure",,
8QG0,8QG0,,"gene silencing,regulatory",
8QGT,8QGT,,"enzyme,polymerase,transferase",
8QH3,8QH3,,"enzyme,polymerase,transferase",
8QKX,8QKX,"quadruplex,structure",,
8QLP,8QLP,,"gene silencing,regulatory",
8QMH,8QMH,"structure,triple helix",,
8QMI,8QMI,"structure,triple helix",,
8QO2,8QO2,"function,virus NA",,
8QO3,8QO3,"function,virus NA",,
8QO4,8QO4,"function,virus NA",,
8QO5,8QO5,"function,virus NA",,
8QOR,8QOR,"Z-form double helix,double helix,structure",,
8QUE,8QUE,,"enzyme,polymerase,transferase",
8QZ8,8QZ8,,"enzyme,polymerase,transferase",
8R3K,8R3K,,"enzyme,polymerase,regulatory,transcription,transferase",
8R3L,8R3L,,"enzyme,polymerase,regulatory,transcription,transferase",
8R3Z,8R3Z,,"gene silencing,regulatory",
8R4E,8R4E,"quadruplex,structure",,
8R4W,8R4W,"quadruplex,structure",,
8R60,8R60,,"enzyme,polymerase,regulatory,transcription,transferase",
8R62,8R62,"A-form double helix,double helix,structure",,
8R63,8R63,"A-form double helix,double helix,structure",,
